last_window_sale_amount,shop_code,class_code,date,time,total_sale_amount,last_hour_sale_amount,total_pass_rate,last_hour_pass_rate,rest_inventory,prom,discount,
0,100001001,0401,2018-07-06,16,37,0,0.788391778,0.020556227,8,0,,
6.32,100001001,0401,2018-07-06,17,38,1,0.811366385,0.022974607,7,0,,
7.74,100001001,0401,2018-07-06,18,39,1,0.843409915,0.032043531,6,0,,
0,100001001,0401,2018-07-06,19,39,0,0.882708585,0.03929867,6,0,,
34.44,100001001,0401,2018-07-06,20,44,5,0.915961306,0.033252721,1,0,,
6.32,100001001,0401,2018-07-06,21,45,1,0.944377267,0.028415961,0,0,,
0,100001001,0401,2018-07-06,22,45,0,0.965538089,0.021160822,0,0,,
0,100001001,0401,2018-07-06,23,45,0,0.986094317,0.020556227,0,0,,
206,100001001,0401,2018-07-09,13,28,22,0.662322946,0.225495751,36,1,8.9,
57,100001001,0401,2018-07-09,14,34,6,0.742209632,0.079886686,30,1,8.9,
74.15,100001001,0401,2018-07-09,15,42,8,0.776770538,0.034560907,23,1,8.9,
34.02,100001001,0401,2018-07-09,16,45,3,0.796033994,0.019263456,18,0,,
0,100001001,0401,2018-07-09,17,45,0,0.826062323,0.030028329,18,1,8.9,
8.62,100001001,0401,2018-07-09,18,46,1,0.850424929,0.024362606,17,1,8.9,
8,100001001,0401,2018-07-09,19,47,1,0.899150142,0.048725212,16,1,8.9,
17.8,100001001,0401,2018-07-09,20,49,2,0.932011331,0.03286119,15,1,7.9,
12.64,100001001,0401,2018-07-09,21,51,2,0.95184136,0.019830028,13,1,4.9,
20.48,100001001,0401,2018-07-09,22,56,5,0.975070822,0.023229462,7,1,4.9,
8,100001001,0401,2018-07-09,23,57,1,0.990934844,0.015864023,0,0,,
149.3,100001001,0401,2018-07-10,13,30,16,0.653012048,0.176506024,30,1,8.9,
49.63,100001001,0401,2018-07-10,14,36,6,0.722891566,0.069879518,24,1,8.9,
25.72,100001001,0401,2018-07-10,15,39,3,0.759036145,0.036144578,21,1,8.9,
0,100001001,0401,2018-07-10,16,39,0,0.772891566,0.013855422,21,1,8.9,
15.84,100001001,0401,2018-07-10,17,41,2,0.803614458,0.030722892,18,1,7.9,
6.32,100001001,0401,2018-07-10,18,42,1,0.839759036,0.036144578,18,1,7.9,
14.06,100001001,0401,2018-07-10,19,44,2,0.877108434,0.037349398,16,1,7.9,
0,100001001,0401,2018-07-10,20,44,0,0.912650602,0.035542169,16,1,7.9,
6.32,100001001,0401,2018-07-10,21,45,1,0.941566265,0.028915663,15,1,4.9,
4.8,100001001,0401,2018-07-10,22,46,1,0.959638554,0.018072289,14,1,4.9,
11.92,100001001,0401,2018-07-10,23,48,2,0.988554217,0.028915663,12,1,4.9,
120.2,100001001,0401,2018-07-11,13,19,13,0.697060588,0.221355729,44,1,7.9,
69.64,100001001,0401,2018-07-11,14,27,8,0.75944811,0.062387522,36,1,8.9,
54.03,100001001,0401,2018-07-11,15,33,6,0.785842831,0.026394721,30,1,7.9,
8,100001001,0401,2018-07-11,16,34,1,0.809838032,0.023995201,29,1,6.9,
15.9,100001001,0401,2018-07-11,17,36,2,0.842231554,0.032393521,27,1,6.9,
6.76,100001001,0401,2018-07-11,18,37,1,0.871625675,0.029394121,26,1,6.9,
44.84,100001001,0401,2018-07-11,19,44,7,0.917816437,0.046190762,19,1,7.9,
7.74,100001001,0401,2018-07-11,20,45,1,0.947810438,0.029994001,18,1,6.9,
0,100001001,0401,2018-07-11,21,45,0,0.959808038,0.0119976,18,1,4.9,
0,100001001,0401,2018-07-11,22,45,0,0.973605279,0.013797241,18,1,4.9,
4.8,100001001,0401,2018-07-11,23,46,1,0.986802639,0.013197361,17,1,4.9,
150,100001001,0401,2018-07-12,13,19,16,0.638871858,0.172286941,41,1,7.9,
33.29,100001001,0401,2018-07-12,14,23,4,0.712446352,0.073574494,38,1,7.9,
8,100001001,0401,2018-07-12,15,24,1,0.755364807,0.042918455,37,1,6.9,
51.82,100001001,0401,2018-07-12,16,30,6,0.779276517,0.023911711,31,1,6.9,
12.56,100001001,0401,2018-07-12,17,32,2,0.806866953,0.027590435,29,1,6.9,
4.6,100001001,0401,2018-07-12,18,33,1,0.839362354,0.032495402,28,1,6.9,
6.76,100001001,0401,2018-07-12,19,34,1,0.8908645,0.051502146,27,1,6.9,
10.71,100001001,0401,2018-07-12,20,36,2,0.916615573,0.025751073,25,1,6.9,
17.17,100001001,0401,2018-07-12,21,38,2,0.939914163,0.02329859,23,1,4.9,
28.7,100001001,0401,2018-07-12,22,45,7,0.973022685,0.033108522,16,1,4.9,
0,100001001,0401,2018-07-12,23,45,0,0.99202943,0.019006744,16,1,4.9,
138.9,100001001,0401,2018-07-13,13,22,15,0.624925816,0.163204748,37,1,8.9,
20.24,100001001,0401,2018-07-13,14,24,2,0.70504451,0.080118694,35,1,7.9,
17.87,100001001,0401,2018-07-13,15,26,2,0.745400593,0.040356083,33,1,6.9,
16.75,100001001,0401,2018-07-13,16,30,4,0.772106825,0.026706231,29,1,6.9,
5.52,100001001,0401,2018-07-13,17,31,1,0.805341246,0.033234421,28,1,6.9,
52.65,100001001,0401,2018-07-13,18,37,6,0.835014837,0.029673591,22,1,6.9,
23.25,100001001,0401,2018-07-13,19,41,4,0.876557864,0.041543027,18,1,7.9,
31.76,100001001,0401,2018-07-13,20,46,5,0.914540059,0.037982196,13,1,7.9,
22.68,100001001,0401,2018-07-13,21,49,3,0.941246291,0.026706231,10,1,4.9,
23.12,100001001,0401,2018-07-13,22,54,5,0.967952522,0.026706231,5,0,,
17.8,100001001,0401,2018-07-13,23,56,2,0.983382789,0.015430267,3,0,,
190.5,100001001,0401,2018-07-16,13,29,20,0.658134243,0.217292378,22,0,,
43.6,100001001,0401,2018-07-16,14,34,5,0.737201365,0.079067122,17,0,,
20.5,100001001,0401,2018-07-16,15,36,2,0.773606371,0.036405006,15,0,,
0,100001001,0401,2018-07-16,16,36,0,0.800341297,0.026734926,15,0,,
8,100001001,0401,2018-07-16,17,37,1,0.823094425,0.022753129,14,0,,
17.8,100001001,0401,2018-07-16,18,39,2,0.855517634,0.032423208,12,0,,
30.3,100001001,0401,2018-07-16,19,42,3,0.906143345,0.050625711,9,0,,
8,100001001,0401,2018-07-16,20,43,1,0.937997725,0.03185438,8,1,8.9,
30.7,100001001,0401,2018-07-16,21,47,4,0.960182025,0.0221843,4,0,,
9.8,100001001,0401,2018-07-16,22,48,1,0.977246871,0.017064846,3,0,,
9.8,100001001,0401,2018-07-16,23,49,1,0.99032992,0.013083049,2,0,,
171.8,100001001,0401,2018-07-17,13,32,18,0.664542294,0.213789108,24,0,,
33.8,100001001,0401,2018-07-17,14,36,4,0.749710313,0.085168019,20,0,,
23.8,100001001,0401,2018-07-17,15,39,3,0.775782155,0.026071842,17,0,,
8,100001001,0401,2018-07-17,16,40,1,0.793742758,0.017960603,16,0,,
0,100001001,0401,2018-07-17,17,40,0,0.815179606,0.021436848,16,0,,
33.8,100001001,0401,2018-07-17,18,44,4,0.846465817,0.031286211,12,0,,
37.4,100001001,0401,2018-07-17,19,48,4,0.887022016,0.040556199,8,0,,
0,100001001,0401,2018-07-17,20,48,0,0.90787949,0.020857474,8,0,,
0,100001001,0401,2018-07-17,21,48,0,0.931633835,0.023754345,8,0,,
9.8,100001001,0401,2018-07-17,22,49,1,0.961181924,0.029548088,7,1,4.9,
0,100001001,0401,2018-07-17,23,49,0,0.984936269,0.023754345,0,0,,
112.2,100001001,0401,2018-07-18,13,20,12,0.62755102,0.150793651,32,1,8.9,
33.8,100001001,0401,2018-07-18,14,24,4,0.727891156,0.100340136,28,1,8.9,
0,100001001,0401,2018-07-18,15,24,0,0.755102041,0.027210884,28,1,7.9,
9.14,100001001,0401,2018-07-18,16,25,1,0.784580499,0.029478458,27,1,6.9,
0,100001001,0401,2018-07-18,17,25,0,0.811791383,0.027210884,27,1,6.9,
9.83,100001001,0401,2018-07-18,18,27,2,0.842403628,0.030612245,25,1,6.9,
29.47,100001001,0401,2018-07-18,19,32,5,0.884353741,0.041950113,19,1,6.9,
29.97,100001001,0401,2018-07-18,20,37,5,0.917800454,0.033446712,15,1,6.9,
13.52,100001001,0401,2018-07-18,21,39,2,0.945578231,0.027777778,13,1,4.9,
0,100001001,0401,2018-07-18,22,39,0,0.965986395,0.020408163,13,1,4.9,
0,100001001,0401,2018-07-18,23,39,0,0.984126984,0.01814059,13,1,4.9,
153.6,100001001,0401,2018-07-19,13,25,15,0.645074946,0.180406852,22,0,,
12.5,100001001,0401,2018-07-19,14,26,1,0.710920771,0.065845824,21,1,8.9,
17.8,100001001,0401,2018-07-19,15,28,2,0.75267666,0.041755889,19,1,8.9,
0,100001001,0401,2018-07-19,16,28,0,0.771413276,0.018736617,19,1,7.9,
0,100001001,0401,2018-07-19,17,28,0,0.799250535,0.027837259,19,1,7.9,
12.5,100001001,0401,2018-07-19,18,29,1,0.835117773,0.035867238,18,1,6.9,
30.13,100001001,0401,2018-07-19,19,33,4,0.880620985,0.045503212,14,1,7.9,
34.7,100001001,0401,2018-07-19,20,38,5,0.923447537,0.042826552,9,1,7.9,
12.64,100001001,0401,2018-07-19,21,40,2,0.942719486,0.019271949,7,1,4.9,
28.22,100001001,0401,2018-07-19,22,47,7,0.96359743,0.020877944,0,0,,
0,100001001,0401,2018-07-19,23,47,0,0.98608137,0.02248394,0,0,,
180.8,100001001,0401,2018-07-20,13,26,19,0.669407895,0.179276316,24,0,,
24,100001001,0401,2018-07-20,14,29,3,0.735745614,0.066337719,20,1,8.9,
48.14,100001001,0401,2018-07-20,15,34,5,0.76370614,0.027960526,16,0,,
0,100001001,0401,2018-07-20,16,34,0,0.789473684,0.025767544,16,1,8.9,
15.12,100001001,0401,2018-07-20,17,36,2,0.815241228,0.025767544,14,0,,
19.6,100001001,0401,2018-07-20,18,38,2,0.847039474,0.031798246,12,0,,
9.8,100001001,0401,2018-07-20,19,39,1,0.882675439,0.035635965,11,1,8.9,
7.12,100001001,0401,2018-07-20,20,40,1,0.924342105,0.041666667,10,1,8.9,
7.12,100001001,0401,2018-07-20,21,41,1,0.944627193,0.020285088,9,1,4.9,
12.34,100001001,0401,2018-07-20,22,44,3,0.972587719,0.027960526,6,1,4.9,
7.54,100001001,0401,2018-07-20,23,46,2,0.990131579,0.01754386,4,1,4.9,
207.2,100001001,0401,2018-07-23,13,37,21,0.666120219,0.21147541,21,0,,
69.4,100001001,0401,2018-07-23,14,44,7,0.743169399,0.07704918,14,0,,
37.3,100001001,0401,2018-07-23,15,48,4,0.777595628,0.03442623,10,0,,
22.3,100001001,0401,2018-07-23,16,50,2,0.800546448,0.02295082,8,0,,
0,100001001,0401,2018-07-23,17,50,0,0.832240437,0.031693989,8,0,,
0,100001001,0401,2018-07-23,18,50,0,0.859562842,0.027322404,8,0,,
12.5,100001001,0401,2018-07-23,19,51,1,0.89726776,0.037704918,7,0,,
0,100001001,0401,2018-07-23,20,51,0,0.933879781,0.036612022,7,0,,
12.5,100001001,0401,2018-07-23,21,52,1,0.950273224,0.016393443,6,0,,
9.8,100001001,0401,2018-07-23,22,53,1,0.977595628,0.027322404,5,1,8.9,
7.74,100001001,0401,2018-07-23,23,54,1,0.991803279,0.01420765,4,1,8.9,
176.7,100001001,0401,2018-07-24,13,32,18,0.648526077,0.193310658,22,0,,
27.6,100001001,0401,2018-07-24,14,35,3,0.710884354,0.062358277,19,0,,
22.3,100001001,0401,2018-07-24,15,37,2,0.746031746,0.035147392,17,0,,
8,100001001,0401,2018-07-24,16,38,1,0.768707483,0.022675737,16,0,,
0,100001001,0401,2018-07-24,17,38,0,0.803854875,0.035147392,16,0,,
25.3,100001001,0401,2018-07-24,18,40,2,0.833900227,0.030045351,14,0,,
9.8,100001001,0401,2018-07-24,19,41,1,0.883219955,0.049319728,13,1,6.9,
21.16,100001001,0401,2018-07-24,20,45,4,0.930839002,0.047619048,9,1,8.9,
9.8,100001001,0401,2018-07-24,21,46,1,0.955782313,0.024943311,8,1,8.9,
20.38,100001001,0401,2018-07-24,22,49,3,0.98015873,0.024376417,5,1,8.9,
15.04,100001001,0401,2018-07-24,23,51,2,0.994897959,0.014739229,2,1,8.9,
61.9,100001001,0401,2018-07-25,13,21,7,0.645744681,0.162234043,33,1,8.9,
8,100001001,0401,2018-07-25,14,22,1,0.712765957,0.067021277,32,1,8.9,
87.02,100001001,0401,2018-07-25,15,31,9,0.745212766,0.032446809,23,1,8.9,
29.1,100001001,0401,2018-07-25,16,34,3,0.772340426,0.02712766,20,1,8.9,
5.52,100001001,0401,2018-07-25,17,35,1,0.79893617,0.026595745,19,1,7.9,
16.56,100001001,0401,2018-07-25,18,37,2,0.834042553,0.035106383,17,1,6.9,
0,100001001,0401,2018-07-25,19,37,0,0.884574468,0.050531915,17,1,6.9,
7.24,100001001,0401,2018-07-25,20,38,1,0.919148936,0.034574468,16,1,5.9,
6.19,100001001,0401,2018-07-25,21,39,1,0.94893617,0.029787234,15,1,8.9,
0,100001001,0401,2018-07-25,22,39,0,0.976595745,0.027659574,17,1,8.9,
0,100001001,0401,2018-07-25,23,39,0,0.989893617,0.013297872,17,1,8.9,
262.6,100001001,0401,2018-07-26,13,42,28,0.650338718,0.164147994,12,0,,
16,100001001,0401,2018-07-26,14,44,2,0.72746222,0.077123502,11,0,,
20.5,100001001,0401,2018-07-26,15,46,2,0.760291819,0.032829599,9,0,,
9.8,100001001,0401,2018-07-26,16,47,1,0.785825951,0.025534132,8,0,,
0,100001001,0401,2018-07-26,17,47,0,0.81865555,0.032829599,8,0,,
0,100001001,0401,2018-07-26,18,47,0,0.848879625,0.030224075,8,0,,
0,100001001,0401,2018-07-26,19,47,0,0.88796248,0.039082856,8,0,,
10.5,100001001,0401,2018-07-26,20,48,1,0.919228765,0.031266285,7,0,,
10.5,100001001,0401,2018-07-26,21,49,1,0.94945284,0.030224075,6,0,,
0,100001001,0401,2018-07-26,22,49,0,0.978634706,0.029181866,6,1,8.9,
9.34,100001001,0401,2018-07-26,23,50,1,0.994788953,0.016154247,5,1,8.9,
133.3,100001001,0401,2018-07-27,13,28,15,0.665742794,0.190687361,26,1,8.9,
40.1,100001001,0401,2018-07-27,14,32,4,0.733370288,0.067627494,22,1,8.9,
34.51,100001001,0401,2018-07-27,15,36,4,0.764412417,0.031042129,18,1,8.9,
8,100001001,0401,2018-07-27,16,37,1,0.784922395,0.020509978,17,1,8.9,
30.23,100001001,0401,2018-07-27,17,41,4,0.81097561,0.026053215,13,0,,
25.8,100001001,0401,2018-07-27,18,44,3,0.838137472,0.027161863,10,0,,
10.5,100001001,0401,2018-07-27,19,45,1,0.884700665,0.046563193,9,0,,
0,100001001,0401,2018-07-27,20,45,0,0.918514412,0.033813747,9,1,6.9,
11.26,100001001,0401,2018-07-27,21,47,2,0.94789357,0.029379157,7,1,4.9,
8.72,100001001,0401,2018-07-27,22,49,2,0.972283814,0.024390244,5,1,4.9,
0,100001001,0401,2018-07-27,23,49,0,0.987250554,0.014966741,5,1,4.9,
121.9,100001001,0401,2018-07-30,13,25,13,0.658787256,0.183967112,32,1,8.9,
48.17,100001001,0401,2018-07-30,14,31,6,0.727646454,0.068859198,26,1,8.9,
45.41,100001001,0401,2018-07-30,15,36,5,0.763103803,0.035457348,20,1,8.9,
16.92,100001001,0401,2018-07-30,16,38,2,0.784172662,0.021068859,18,1,8.9,
6.07,100001001,0401,2018-07-30,17,39,1,0.804727646,0.020554985,17,1,7.9,
6.76,100001001,0401,2018-07-30,18,40,1,0.841726619,0.036998972,16,1,7.9,
22.18,100001001,0401,2018-07-30,19,43,3,0.892600206,0.050873587,13,1,7.9,
23.77,100001001,0401,2018-07-30,20,46,3,0.922404933,0.029804728,10,1,7.9,
0,100001001,0401,2018-07-30,21,46,0,0.943473792,0.021068859,10,1,4.9,
16.15,100001001,0401,2018-07-30,22,50,4,0.968653649,0.025179856,6,1,4.9,
16.46,100001001,0401,2018-07-30,23,54,4,0.990236382,0.021582734,1,0,,
135.3,100001001,0401,2018-07-31,13,23,14,0.671421294,0.196128375,30,1,8.9,
25.44,100001001,0401,2018-07-31,14,26,3,0.743759552,0.072338258,27,1,8.9,
15.83,100001001,0401,2018-07-31,15,28,2,0.773815588,0.030056037,25,1,7.9,
0,100001001,0401,2018-07-31,16,28,0,0.799286806,0.025471218,25,1,6.9,
12.54,100001001,0401,2018-07-31,17,30,2,0.824248599,0.024961793,23,1,6.9,
11.3,100001001,0401,2018-07-31,18,32,2,0.858380031,0.034131431,21,1,6.9,
21.75,100001001,0401,2018-07-31,19,36,4,0.893020886,0.034640856,17,1,6.9,
8,100001001,0401,2018-07-31,20,37,1,0.926642894,0.033622007,16,1,6.9,
26.47,100001001,0401,2018-07-31,21,41,4,0.950585838,0.023942944,12,1,4.9,
21.89,100001001,0401,2018-07-31,22,44,3,0.973000509,0.022414671,9,1,4.9,
81,100001001,0401,2018-08-01,13,21,9,0.681630547,0.179050568,35,1,8.9,
16.55,100001001,0401,2018-08-01,14,23,2,0.747162023,0.065531476,33,1,7.9,
15.24,100001001,0401,2018-08-01,15,25,2,0.779153767,0.031991744,31,1,6.9,
27.36,100001001,0401,2018-08-01,16,30,5,0.807017544,0.027863777,25,1,6.9,
0,100001001,0401,2018-08-01,17,30,0,0.830753354,0.02373581,25,1,6.9,
6.19,100001001,0401,2018-08-01,18,31,1,0.864293086,0.033539732,24,1,6.9,
12.89,100001001,0401,2018-08-01,19,33,2,0.905572755,0.04127967,22,1,6.9,
39.3,100001001,0401,2018-08-01,20,39,6,0.936016512,0.030443756,16,1,6.9,
11.3,100001001,0401,2018-08-01,21,41,2,0.956656347,0.020639835,14,1,4.9,
9.8,100001001,0401,2018-08-01,22,42,1,0.974200206,0.01754386,13,1,4.9,
90.8,100001001,0401,2018-08-02,13,25,10,0.66156283,0.173178458,29,1,8.9,
9.8,100001001,0401,2018-08-02,14,26,1,0.728088701,0.066525871,28,1,8.9,
43.69,100001001,0401,2018-08-02,15,31,5,0.764519535,0.036430834,23,1,8.9,
0,100001001,0401,2018-08-02,16,31,0,0.794614572,0.030095037,23,1,6.9,
5.52,100001001,0401,2018-08-02,17,32,1,0.823653643,0.029039071,22,1,6.9,
0,100001001,0401,2018-08-02,18,32,0,0.856916579,0.033262936,22,1,6.9,
5.52,100001001,0401,2018-08-02,19,33,1,0.895459345,0.038542767,21,1,6.9,
21.75,100001001,0401,2018-08-02,20,37,4,0.932418163,0.036958817,17,1,6.9,
45.18,100001001,0401,2018-08-02,21,44,7,0.955121436,0.022703273,10,1,4.9,
8,100001001,0401,2018-08-02,22,45,1,0.974128828,0.019007392,9,1,4.9,
174.1,100001001,0401,2018-08-03,13,28,20,0.661979167,0.163541667,29,1,8.9,
30.83,100001001,0401,2018-08-03,14,31,3,0.729166667,0.0671875,26,1,8.9,
41.34,100001001,0401,2018-08-03,15,36,5,0.763541667,0.034375,21,1,8.9,
25.64,100001001,0401,2018-08-03,16,39,3,0.793229167,0.0296875,18,1,8.9,
0,100001001,0401,2018-08-03,17,39,0,0.8171875,0.023958333,18,1,7.9,
0,100001001,0401,2018-08-03,18,39,0,0.850520833,0.033333333,18,1,7.9,
0,100001001,0401,2018-08-03,19,39,0,0.890625,0.040104167,18,1,7.9,
6.76,100001001,0401,2018-08-03,20,40,1,0.919270833,0.028645833,17,1,6.9,
11.56,100001001,0401,2018-08-03,21,42,2,0.947395833,0.028125,15,1,4.9,
16.02,100001001,0401,2018-08-03,22,46,4,0.9703125,0.022916667,11,1,4.9,
140.8,100001001,0401,2018-08-06,13,20,15,0.64801343,0.183547846,30,1,8.9,
16,100001001,0401,2018-08-06,14,22,2,0.729714605,0.081701175,28,1,8.9,
37.4,100001001,0401,2018-08-06,15,26,4,0.759373251,0.029658646,24,1,7.9,
19.84,100001001,0401,2018-08-06,16,29,3,0.782876329,0.023503078,20,1,6.9,
12.28,100001001,0401,2018-08-06,17,31,2,0.81533296,0.032456631,18,1,7.9,
35.36,100001001,0401,2018-08-06,18,36,5,0.851147174,0.035814214,13,1,7.9,
32.49,100001001,0401,2018-08-06,19,40,4,0.895355344,0.04420817,9,0,,
0,100001001,0401,2018-08-06,20,40,0,0.933967543,0.038612199,9,1,8.9,
15.41,100001001,0401,2018-08-06,21,42,2,0.954672636,0.020705092,7,1,4.9,
4.8,100001001,0401,2018-08-06,22,43,1,0.979294908,0.024622272,6,1,4.9,
62.5,100001001,0401,2018-08-07,13,15,6,0.662169455,0.166216945,35,1,7.9,
0,100001001,0401,2018-08-07,14,15,0,0.725849973,0.063680518,35,1,7.9,
34.09,100001001,0401,2018-08-07,15,19,4,0.759309228,0.033459255,31,1,6.9,
5.14,100001001,0401,2018-08-07,16,20,1,0.78845116,0.029141932,30,1,6.9,
4.8,100001001,0401,2018-08-07,17,21,1,0.8143551,0.02590394,29,1,6.9,
15.38,100001001,0401,2018-08-07,18,24,3,0.848893686,0.034538586,26,1,6.9,
76.69,100001001,0401,2018-08-07,19,38,14,0.903399892,0.054506206,6,0,,
0,100001001,0401,2018-08-07,20,38,0,0.94009714,0.036697248,7,1,8.9,
0,100001001,0401,2018-08-07,21,38,0,0.957906098,0.017808958,7,1,4.9,
11.66,100001001,0401,2018-08-07,22,41,3,0.979492715,0.021586616,4,1,4.9,
96.47,100001001,0401,2018-08-08,13,24,13,0.646706587,0.154055525,24,1,6.9,
0,100001001,0401,2018-08-08,14,24,0,0.716385411,0.069678824,25,1,6.9,
42.94,100001001,0401,2018-08-08,15,30,6,0.756124115,0.039738704,19,1,6.9,
0,100001001,0401,2018-08-08,16,30,0,0.784431138,0.028307022,19,1,6.9,
21.42,100001001,0401,2018-08-08,17,33,3,0.807294502,0.022863364,16,1,6.9,
10.12,100001001,0401,2018-08-08,18,35,2,0.845944475,0.038649973,14,1,6.9,
43.03,100001001,0401,2018-08-08,19,42,7,0.903102885,0.05715841,7,0,,
20.64,100001001,0401,2018-08-08,20,45,3,0.931409907,0.028307022,4,0,,
15.5,100001001,0401,2018-08-08,21,46,1,0.943930321,0.012520414,3,0,,
6.32,100001001,0401,2018-08-08,22,47,1,0.968426783,0.024496462,2,0,,
106.08,100001001,0401,2018-08-09,13,26,14,0.682002022,0.179474216,28,1,6.9,
12.64,100001001,0401,2018-08-09,14,28,2,0.749241658,0.067239636,26,1,6.9,
34.99,100001001,0401,2018-08-09,15,33,5,0.781092012,0.031850354,21,1,6.9,
7.24,100001001,0401,2018-08-09,16,34,1,0.81041456,0.029322548,20,1,6.9,
14.13,100001001,0401,2018-08-09,17,36,2,0.83619818,0.02578362,18,1,6.9,
17.8,100001001,0401,2018-08-09,18,39,3,0.868554095,0.032355915,15,1,6.9,
37.51,100001001,0401,2018-08-09,19,45,6,0.912537917,0.043983822,9,0,,
0,100001001,0401,2018-08-09,20,45,0,0.940343782,0.027805865,9,1,6.9,
5.52,100001001,0401,2018-08-09,21,46,1,0.960566229,0.020222447,8,1,3.9,
0,100001001,0401,2018-08-09,22,46,0,0.977755308,0.01718908,8,1,3.9,
73.38,100001001,0401,2018-08-10,13,29,10,0.645594823,0.154305625,30,1,6.9,
39.35,100001001,0401,2018-08-10,14,34,5,0.720756595,0.075161772,25,1,6.9,
28.86,100001001,0401,2018-08-10,15,38,4,0.74763564,0.026879044,20,1,6.9,
23.48,100001001,0401,2018-08-10,16,41,3,0.779990045,0.032354405,17,1,6.9,
12.64,100001001,0401,2018-08-10,17,43,2,0.81085117,0.030861125,14,1,6.9,
5.78,100001001,0401,2018-08-10,18,44,1,0.844698855,0.033847685,14,1,6.9,
23.42,100001001,0401,2018-08-10,19,48,4,0.890990543,0.046291687,12,1,6.9,
40.46,100001001,0401,2018-08-10,20,54,6,0.923344948,0.032354405,5,0,,
8,100001001,0401,2018-08-10,21,55,1,0.947237432,0.023892484,5,0,,
0,100001001,0401,2018-08-10,22,55,0,0.974614236,0.027376804,5,1,3.9,
6.24,100001001,0401,2018-08-10,23,57,2,0.985564958,0.010950722,3,0,,
151,100001001,0401,2018-08-13,13,26,17,0.665793609,0.171293871,30,1,8.9,
34.7,100001001,0401,2018-08-13,14,30,4,0.741225773,0.075432163,26,1,8.9,
16,100001001,0401,2018-08-13,15,32,2,0.774227344,0.033001572,24,1,8.9,
18.98,100001001,0401,2018-08-13,16,34,2,0.796228392,0.022001048,21,1,8.9,
8.72,100001001,0401,2018-08-13,17,35,1,0.820848612,0.02462022,21,1,7.9,
27.14,100001001,0401,2018-08-13,18,39,4,0.862231535,0.041382923,16,1,7.9,
0,100001001,0401,2018-08-13,19,39,0,0.903614458,0.041382923,17,1,6.9,
26.55,100001001,0401,2018-08-13,20,42,3,0.934520691,0.030906234,14,1,6.9,
0,100001001,0401,2018-08-13,21,42,0,0.957045574,0.022524882,14,1,4.9,
19.58,100001001,0401,2018-08-13,22,47,5,0.977475118,0.020429544,9,1,4.9,
0,100001001,0401,2018-08-13,23,47,0,0.991094814,0.013619696,9,0,,
132.2,100001001,0401,2018-08-14,13,20,14,0.667191601,0.164829396,40,0,,
37.8,100001001,0401,2018-08-14,14,24,4,0.737007874,0.069816273,36,0,,
45.1,100001001,0401,2018-08-14,15,29,5,0.775328084,0.03832021,31,1,7.9,
4.72,100001001,0401,2018-08-14,16,30,1,0.794225722,0.018897638,30,1,7.9,
17.91,100001001,0401,2018-08-14,17,33,3,0.822572178,0.028346457,27,1,7.9,
9.44,100001001,0401,2018-08-14,18,35,2,0.849343832,0.026771654,25,1,5.9,
46.58,100001001,0401,2018-08-14,19,43,8,0.90183727,0.052493438,17,1,6.9,
39.2,100001001,0401,2018-08-14,20,47,4,0.927034121,0.02519685,13,1,6.9,
8,100001001,0401,2018-08-14,21,48,1,0.94855643,0.02152231,12,1,4.9,
11.76,100001001,0401,2018-08-14,22,51,3,0.974278215,0.025721785,9,1,4.9,
156.2,100001001,0401,2018-08-15,13,31,16,0.675025589,0.188331627,28,0,,
42.5,100001001,0401,2018-08-15,14,36,5,0.735926305,0.060900716,23,0,,
26.5,100001001,0401,2018-08-15,15,39,3,0.775844422,0.039918117,20,0,,
8.8,100001001,0401,2018-08-15,16,40,1,0.807062436,0.031218014,19,1,8.9,
0,100001001,0401,2018-08-15,17,40,0,0.831627431,0.024564995,19,1,8.9,
35.1,100001001,0401,2018-08-15,18,45,5,0.857215967,0.025588536,14,0,,
28.3,100001001,0401,2018-08-15,19,48,3,0.898669396,0.041453429,11,1,7.9,
24.04,100001001,0401,2018-08-15,20,51,3,0.930399181,0.031729785,8,0,,
0,100001001,0401,2018-08-15,21,51,0,0.95087001,0.020470829,8,1,4.9,
16.9,100001001,0401,2018-08-15,22,55,4,0.972876151,0.022006141,4,0,,
151.9,100001001,0401,2018-08-16,13,30,16,0.668954593,0.164202746,30,0,,
55.9,100001001,0401,2018-08-16,14,36,6,0.740760296,0.071805702,24,0,,
34.5,100001001,0401,2018-08-16,15,40,4,0.773495248,0.032734952,20,0,,
0,100001001,0401,2018-08-16,16,40,0,0.798838437,0.025343189,20,0,,
0,100001001,0401,2018-08-16,17,40,0,0.823653643,0.024815206,20,1,8.9,
21.36,100001001,0401,2018-08-16,18,43,3,0.86219641,0.038542767,17,1,7.9,
15.74,100001001,0401,2018-08-16,19,45,2,0.901267159,0.03907075,15,1,7.9,
8,100001001,0401,2018-08-16,20,46,1,0.931362196,0.030095037,14,1,6.9,
6.76,100001001,0401,2018-08-16,21,47,1,0.95406547,0.022703273,13,1,4.9,
26.34,100001001,0401,2018-08-16,22,51,4,0.979936642,0.025871172,9,1,4.9,
89.4,100001001,0401,2018-08-17,13,14,9,0.689041882,0.16064257,37,0,,
83.1,100001001,0401,2018-08-17,14,23,9,0.760183592,0.07114171,26,0,,
36.2,100001001,0401,2018-08-17,15,27,4,0.791738382,0.031554791,22,1,7.9,
